Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
1.21,4,5,2,0,3,1,5245
1.03,1,0,2,1,3,1,5526
0.75,0,3,4,3,3,1,2967
1.04,2,3,4,0,0,1,6529
0.77,4,4,2,3,3,1,2830
1.14,2,2,4,2,2,0,8017
2.0,2,3,3,0,0,1,27835
1.02,4,1,2,1,1,1,4813
1.05,2,2,4,0,0,1,7639
2.01,4,3,3,3,3,1,21524
2.01,1,4,2,0,3,1,16737
1.34,4,3,3,3,3,1,10197
1.16,2,2,4,3,3,1,9432
1.29,2,4,2,3,0,1,7513
0.87,3,2,2,2,2,0,4188
1.23,2,5,2,2,2,0,5840
1.1,3,0,3,2,2,0,11227
2.01,2,3,4,0,3,1,26069
1.05,4,4,4,3,0,1,5236
0.9,2,4,6,0,3,1,4770
1.01,2,4,2,2,2,0,5387
2.46,4,5,2,0,0,0,21865
1.11,1,2,2,0,3,1,5602
2.54,4,4,4,0,0,1,30286
1.25,2,0,3,0,3,1,10441
0.77,4,2,3,3,1,1,3350
1.61,2,5,4,0,3,1,11826
1.21,4,4,3,0,3,1,7610
0.8,2,5,3,3,0,1,2906
0.91,4,0,4,1,0,1,5034
0.9,4,5,4,3,1,1,3443
1.04,4,4,2,3,1,1,4791
2.03,1,5,2,1,1,1,15339
1.0,4,2,6,0,3,1,8555
1.51,1,5,3,0,3,1,8975
1.04,4,2,1,0,1,1,10161
1.15,4,2,2,2,0,0,6110
1.03,4,3,1,0,3,1,8601
0.9,4,5,2,3,3,1,3327
1.0,2,2,2,0,0,1,5170
1.06,2,1,4,3,3,1,7275
0.92,2,5,2,3,3,1,3580
1.0,1,2,6,0,3,1,6937
1.57,2,5,3,3,0,1,10209
2.36,2,5,3,3,3,1,22441
1.25,2,5,2,3,3,1,6206
1.18,2,2,6,3,3,1,11573
1.59,2,4,2,3,1,1,10832
1.2,4,3,2,3,0,1,6287
1.58,2,3,2,2,2,0,12975
1.52,1,0,2,3,1,1,11731
1.06,2,3,6,3,0,1,8323
2.02,2,0,1,3,3,1,59282
0.97,4,0,2,0,1,1,5136
1.51,2,2,4,0,0,1,16337
0.76,4,1,2,0,3,1,2668
1.01,4,2,3,0,0,1,7698
0.75,2,3,6,2,2,0,3525
0.91,4,1,2,3,0,1,4188
1.63,3,4,2,2,2,0,12910
1.01,4,2,2,0,0,1,5220
1.65,2,3,3,2,2,0,15422
2.27,2,4,3,0,0,1,26443
2.31,2,5,4,2,2,0,19872
0.9,4,4,3,1,1,1,4063
2.55,2,5,2,0,0,1,23255
1.4,4,0,1,3,1,1,25266
0.89,4,3,1,3,0,1,5085
2.01,2,3,2,0,0,1,21064
1.55,2,2,2,3,3,1,12575
1.2,4,3,3,3,1,1,8812
0.92,4,0,3,3,3,1,5330
1.13,4,3,4,3,3,1,6812
1.0,2,0,2,3,3,1,5639
2.08,2,3,3,0,0,1,28990
1.02,4,5,2,3,3,1,4102
1.07,3,3,4,2,2,0,7577
2.62,2,0,5,0,0,1,75630
1.01,4,0,4,0,0,1,7278
1.0,4,1,4,1,1,1,5978
2.04,4,3,4,3,3,1,24886
1.0,0,1,2,3,1,1,4798
1.02,4,4,4,0,3,1,5571
1.32,2,5,3,3,0,1,7095
0.9,4,4,2,1,3,1,3748
0.94,4,3,5,3,3,1,6088
1.23,4,2,1,0,0,1,14521
1.18,4,3,3,1,3,1,7666
1.01,1,1,2,0,1,1,4608
2.34,3,2,1,2,2,0,59538
1.04,2,1,2,0,3,1,5528
1.13,2,5,6,0,0,1,6246
0.81,4,4,2,3,3,1,2936
2.7,4,3,4,1,3,1,35472
1.05,2,4,2,2,2,0,5407
0.91,4,4,4,0,0,1,4012
0.92,2,0,2,3,0,1,4561
1.68,2,4,2,3,3,1,13375
2.17,4,1,3,3,1,1,34463
2.08,4,2,4,0,0,1,28010
0.88,2,5,2,0,0,1,3328
2.51,4,5,2,3,3,1,21656
1.23,1,5,2,0,3,1,5418
0.91,2,5,4,3,3,1,3726
1.2,4,3,4,3,3,1,8317
2.05,4,3,2,3,1,1,21384
1.54,4,3,2,3,3,1,10526
1.01,4,4,2,3,1,1,4747
1.11,2,3,3,0,0,1,7917
2.39,4,3,4,3,3,1,32488
1.1,3,5,5,0,0,1,7468
0.94,4,2,2,3,3,1,4518
2.01,1,0,2,3,3,1,20065
1.51,2,4,3,3,3,1,12291
1.29,2,1,6,3,0,1,13530
1.0,1,3,2,3,3,1,4594
1.24,3,3,3,2,2,0,10946
2.03,4,3,3,0,0,1,26702
1.63,2,4,6,0,0,1,14233
1.27,2,5,4,0,0,1,6444
1.01,2,3,3,2,2,0,7290
0.9,1,1,2,1,1,1,4054
0.82,4,5,3,3,1,0,2583
1.0,4,2,3,3,3,1,6883
1.07,2,3,3,0,0,1,7406
0.9,4,3,4,1,3,1,4543
2.41,2,4,2,3,3,1,19302
0.75,1,1,2,3,0,1,2923
1.51,4,1,6,1,3,1,17689
1.13,3,3,2,2,2,0,6970
1.04,2,0,2,0,0,1,6112
1.08,2,5,4,3,3,1,4785
0.9,4,2,2,3,1,1,4099
1.53,2,5,3,3,0,1,11678
1.21,4,3,6,2,2,0,9484
1.31,2,0,2,3,3,1,9219
1.01,4,3,2,3,3,1,4905
1.1,4,2,5,0,0,1,10701
1.06,0,3,2,1,1,1,4528
1.34,2,3,6,0,0,1,12008
1.12,2,5,6,2,2,0,6317
1.15,2,5,3,0,0,1,5930
2.08,2,4,3,0,0,1,25720
1.19,2,4,6,0,0,1,7651
1.18,4,5,2,1,3,1,4664
1.03,4,2,3,0,3,1,6733
0.75,1,2,3,3,1,0,2953
1.09,4,2,3,3,0,1,7598
0.79,2,5,4,3,3,1,2687
1.51,4,3,6,0,3,1,14938
1.04,2,5,2,0,0,1,4941
1.01,4,2,4,3,1,1,6204
1.05,2,1,2,0,2,0,6316
1.74,4,2,4,3,3,1,18237
0.8,4,3,2,1,1,1,3071
1.28,2,5,3,2,2,0,6984
2.01,4,1,4,0,3,1,26484
1.18,4,0,2,1,1,1,6261
1.5,4,5,2,3,1,1,8291
1.27,4,5,3,1,1,1,7031
2.0,4,5,2,3,3,1,14541
1.01,1,2,3,1,3,1,6515
0.9,0,0,2,0,1,1,4291
1.06,4,5,3,1,1,0,5293
1.04,2,4,2,1,0,1,4801
1.52,4,2,4,0,0,1,14066
1.5,4,5,2,0,0,1,12022
1.01,2,4,2,3,3,1,4943
1.51,2,5,3,0,0,0,9966
1.51,0,1,4,3,3,1,12829
1.08,4,1,4,3,3,1,7230
0.85,1,3,2,3,3,1,2905
1.24,3,4,3,2,2,0,9354
0.77,3,4,2,2,2,0,3089
0.91,4,5,4,0,3,1,3710
0.91,4,0,2,3,3,1,4916
2.02,2,5,4,3,3,1,16735
0.9,2,5,6,0,0,1,4011
1.06,4,1,6,3,0,1,9680
1.18,1,1,2,1,1,1,6568
1.23,2,1,6,0,3,1,13034
1.0,4,3,6,3,3,1,7403
1.02,2,0,3,0,0,1,8658
0.93,4,4,2,3,3,1,3838
1.03,3,3,4,2,2,0,7619
1.02,2,4,2,3,3,1,4932
1.01,4,1,2,1,1,1,5627
1.02,2,2,5,0,0,1,9761
1.64,4,5,4,0,0,0,10100
1.12,4,4,2,3,3,1,5027
2.12,2,3,3,0,0,1,28840
1.23,1,5,2,0,0,1,6165
1.09,4,2,1,3,1,1,10663
1.1,4,1,2,3,3,1,6392
1.15,4,3,2,3,3,1,5587
1.01,2,3,2,3,3,1,4370
2.01,1,0,3,3,1,1,35124
0.91,4,5,2,0,3,1,3852
1.0,1,2,4,3,1,1,6030
1.02,4,3,5,3,0,1,8387
2.01,1,4,3,3,3,1,18988
0.9,0,1,2,3,3,1,3920
1.23,4,0,2,3,1,1,7799
2.01,1,0,3,1,1,1,30095
2.01,1,5,2,3,3,1,16731
2.04,2,4,2,0,0,1,18490
1.37,2,0,3,0,3,1,11754
1.58,2,4,4,0,0,1,12334
0.99,4,2,2,1,1,1,5112
1.01,1,0,3,1,3,1,7163
0.9,1,3,3,3,1,1,3977
2.31,1,4,2,1,1,1,18329
0.9,1,4,4,3,3,1,4027
1.09,4,4,4,1,3,1,5551
1.03,4,2,5,2,2,0,10327
1.61,4,1,2,0,0,1,13047
2.16,2,2,4,1,1,1,31349
1.01,1,3,4,0,1,1,5918
1.04,2,0,2,3,0,1,6116
1.66,4,1,2,0,0,1,12818
2.21,2,2,6,0,0,1,40427
0.76,4,4,2,1,1,1,2396
2.01,1,3,2,3,1,1,20031
0.78,4,3,4,3,3,1,3210
1.31,2,2,2,0,0,1,9331
1.03,2,3,6,0,3,1,7990
1.85,4,2,4,1,3,1,19543
0.82,2,4,2,3,0,1,2932
1.2,2,3,3,0,0,1,9625
1.24,2,5,3,2,2,0,7163
2.01,2,2,3,0,0,1,32966
2.16,1,3,4,3,3,1,26353
2.1,4,4,2,0,0,0,18436
1.0,1,0,2,3,0,1,5405
1.2,4,1,6,3,3,1,12253
1.53,2,5,3,0,0,1,10171
0.78,2,3,4,2,2,0,3343
0.81,2,3,1,2,2,0,4751
2.43,2,5,1,0,0,1,25897
1.21,4,5,3,3,3,1,5726
1.22,2,3,1,0,0,1,11111
1.51,1,2,6,0,3,1,17203
0.9,4,3,2,3,3,1,4435
0.78,2,3,2,0,3,1,3056
2.02,2,3,3,0,0,1,30184
0.91,4,5,4,3,0,1,3525
0.9,2,4,4,0,0,1,4856
1.14,2,1,3,0,0,1,9890
1.32,4,5,2,3,3,1,6810
1.53,4,2,3,3,3,1,17086
0.89,2,2,2,0,0,1,4127
1.03,2,0,6,0,3,1,9798
1.2,4,5,2,3,3,1,5226
1.53,1,2,3,3,3,1,15984
1.11,2,4,2,0,0,1,5535
1.51,4,5,3,3,3,1,9986
0.9,4,1,2,0,0,1,4921
2.0,4,0,1,3,1,1,49199
1.51,1,1,2,3,3,1,11505
1.02,4,2,6,3,1,1,8627
0.75,4,1,4,3,1,1,3718
1.06,2,0,6,2,2,0,11209
1.02,4,0,2,1,3,1,5709
0.9,4,1,2,0,3,1,4286
0.9,4,0,2,3,3,1,4230
1.12,2,5,2,0,0,1,4870
0.9,4,5,4,3,0,1,3489
1.01,4,0,2,0,0,1,5422
1.19,2,4,3,2,2,0,7221
1.13,2,3,1,0,0,1,9885
1.05,4,1,2,3,3,1,5671
1.51,1,4,3,1,1,1,10819
1.14,4,2,4,1,3,1,8131
1.04,2,1,3,0,3,1,8168
1.15,4,3,4,2,2,0,7175
0.93,4,3,3,1,3,1,5048
1.51,4,4,4,3,3,1,10319
1.55,2,5,3,2,2,0,11150
1.26,2,0,4,3,0,1,10597
1.24,3,2,5,2,2,0,15026
2.25,2,1,3,0,0,1,31724
2.2,2,3,4,0,3,1,26541
1.71,2,5,4,0,0,1,12837
1.04,2,1,3,2,2,0,8269
2.02,2,2,2,3,3,1,21544
1.13,3,0,3,2,2,0,11721
0.82,2,0,2,0,0,1,4135
2.23,2,3,3,3,3,1,33675
2.14,4,0,3,3,1,1,37855
1.1,2,2,4,0,0,1,8741
1.09,2,1,4,0,0,1,7796
0.9,4,1,2,0,3,1,4795
1.23,2,5,3,3,3,1,6435
2.15,4,1,4,3,3,1,31340
0.86,0,3,4,3,1,0,3418
0.99,4,3,2,1,1,1,4863
1.04,2,5,3,3,3,1,5059
2.01,2,3,4,0,0,1,25375
2.02,0,4,4,0,3,0,17242
0.9,4,2,2,3,3,1,4004
1.01,0,2,2,3,3,1,4405
1.0,2,4,2,3,3,1,4648
1.35,4,5,2,1,3,1,6573
0.8,4,4,3,3,3,1,3209
0.9,4,2,4,3,1,1,4043
2.33,4,0,1,1,3,1,67368
1.1,4,5,4,3,3,1,5524
1.11,2,5,2,2,2,0,5081
1.04,2,1,2,3,3,1,5719
0.75,2,1,4,0,0,1,3844
1.41,2,2,5,2,2,0,16545
1.13,2,3,3,0,0,1,7687
1.06,2,2,3,0,0,1,8344
1.2,4,3,3,0,0,1,8264
1.02,4,1,4,3,3,1,6991
1.01,4,5,2,3,1,1,4212
0.8,4,0,3,3,3,1,4408
2.17,2,0,6,2,2,0,51486
2.01,4,0,3,1,1,1,34305
0.9,0,2,2,1,3,1,3733
1.57,3,5,2,2,2,0,11040
0.91,1,4,2,3,1,1,3520
1.36,4,0,1,3,1,1,22649
0.9,1,3,4,3,3,1,4400
1.5,1,5,4,3,1,1,8920
0.79,4,0,3,0,3,1,3798
1.15,4,2,3,0,0,1,8493
1.0,4,3,4,3,3,1,5894
2.67,2,3,3,0,3,1,39328
0.76,2,1,2,3,0,1,3033
1.32,2,5,2,0,0,1,7162
2.38,4,3,2,0,0,1,22166
1.2,4,4,4,0,0,0,6672
0.9,2,3,2,0,3,1,4008
1.9,2,4,2,0,0,1,16989
2.01,4,4,6,1,3,1,22027
1.01,1,3,4,3,1,1,5918
2.02,4,4,2,3,1,1,18236
1.02,4,1,3,0,3,1,8317
2.01,4,4,3,0,3,1,20668
1.16,3,0,4,2,2,0,10907
1.0,4,3,5,0,0,1,7725
1.0,1,3,6,1,1,1,6748
1.2,3,3,6,2,2,0,11530
1.04,4,3,2,3,3,1,5180
1.04,4,5,2,3,3,1,4426
1.01,2,5,5,2,2,0,5478
1.71,2,5,5,0,0,1,14387
1.01,4,3,4,0,0,1,6047
2.01,4,4,6,3,3,1,22389
1.08,2,2,4,3,1,1,7137
1.08,2,2,2,3,3,1,5534
1.14,2,5,3,2,2,0,5863
0.75,4,1,2,0,1,1,3005
1.01,4,1,3,0,0,1,7597
0.8,2,1,4,0,3,1,3972
0.8,4,2,3,1,3,1,3603
1.01,1,3,2,3,1,1,5073
2.3,2,5,4,2,2,0,19787
2.02,4,2,2,3,3,1,19606
1.12,2,2,4,0,0,1,7267
1.03,4,0,3,3,3,1,8220
0.91,4,4,4,3,3,1,4304
0.92,4,5,4,0,0,1,3887
1.01,2,0,2,0,0,1,5702
2.05,2,3,3,0,0,1,28519
1.54,1,2,4,0,3,1,13758
1.0,4,3,4,0,3,1,6386
2.12,2,5,4,3,3,1,17068
2.01,2,4,2,3,3,1,17674
1.24,4,5,3,3,3,0,6104
1.02,4,1,5,3,3,1,10641
1.03,1,2,2,0,0,0,5367
2.23,4,3,4,0,0,1,27562
0.8,2,0,5,3,3,1,7032
2.03,2,5,2,2,2,0,15895
1.08,2,3,4,0,3,1,6769
2.02,2,1,2,0,3,1,20499
2.13,2,3,1,0,0,1,37622
1.0,2,0,4,0,0,1,6999
1.3,4,4,3,3,1,1,7835
2.01,4,5,4,3,0,1,16158
1.2,4,3,2,0,3,1,6126
1.49,1,2,2,1,1,1,9849
1.15,2,5,4,2,2,0,5534
1.59,2,1,4,0,0,1,17929
1.39,4,1,3,0,0,1,12614
0.79,4,4,4,1,3,1,2945
0.85,4,3,2,1,3,1,3063
1.57,2,5,4,0,3,1,10964
1.11,2,1,6,2,2,0,11074
0.9,2,0,6,3,0,1,7268
0.9,4,3,3,1,1,1,4694
0.84,2,3,4,0,0,1,3603
0.79,4,1,4,3,3,1,3539
1.25,4,3,6,0,3,1,9587
1.35,2,3,4,3,0,1,10078
1.52,4,3,4,3,3,1,11093
1.21,2,3,3,0,0,1,9019
1.63,2,2,3,0,0,1,18179
1.5,4,5,2,0,0,1,8475
2.08,4,1,4,3,3,1,28055
0.76,1,3,1,3,1,1,3304
1.09,2,2,4,0,3,1,7266
2.01,4,3,2,3,1,1,20267
1.01,1,4,2,1,3,1,4618
0.78,2,1,2,0,0,1,3671
0.8,1,1,4,3,1,1,3365
1.01,1,0,2,3,3,1,5541
1.03,2,4,2,3,1,1,4800
1.5,1,5,4,1,0,1,9960
2.01,4,1,2,0,3,1,21741
1.05,3,0,2,2,2,0,7805
1.03,2,3,4,2,2,0,6557
2.12,4,4,4,3,3,1,22606
1.08,2,0,3,0,0,1,9545
1.04,4,3,3,3,3,1,7049
0.92,4,1,4,3,1,1,4685
2.31,2,1,2,3,3,1,23506
1.23,4,4,4,3,0,1,6848
1.05,3,3,3,2,2,0,8022
1.03,4,3,4,0,0,1,6164
2.15,2,4,3,2,2,0,23123
1.0,1,0,2,0,1,1,5013
2.11,4,3,3,3,3,1,27399
2.41,4,3,4,3,3,1,33025
1.73,2,3,5,0,0,1,23837
0.96,0,5,2,1,1,1,3341
2.02,4,5,4,3,3,1,15895
2.28,4,4,1,0,0,1,30830
1.5,2,4,2,0,0,1,10725
2.01,2,2,2,0,0,1,21872
1.52,4,3,5,0,0,1,16630
1.08,4,4,5,0,3,1,7963
1.23,4,4,2,0,0,1,6997
2.09,2,4,4,3,3,1,20622
2.12,4,4,2,3,0,1,18469
1.06,3,5,2,2,2,0,5697
2.0,4,4,2,1,1,1,16605
1.01,1,1,4,3,1,1,5860
2.16,4,3,3,0,0,1,31947
1.5,4,3,4,0,0,1,12532
0.9,4,0,3,3,3,1,5994
1.01,2,2,4,0,3,1,6871
1.04,4,5,2,3,3,1,4948
1.33,4,5,2,3,3,1,6656
1.5,0,3,1,3,3,1,15892
0.8,4,4,2,3,3,1,3005
1.0,4,2,3,0,0,1,7466
1.04,2,2,4,3,3,1,7035
2.02,2,3,4,0,0,1,25798
1.33,2,5,4,0,0,1,7186
0.93,4,3,2,1,1,1,4111
0.9,1,1,2,3,3,1,4206
2.01,4,5,6,0,0,1,19109
1.15,3,1,3,2,2,0,10987
1.54,4,5,4,3,3,1,8788
0.83,2,0,2,0,3,1,3371
2.01,2,2,3,0,0,1,32658
1.04,0,4,2,0,1,1,4551
0.86,3,3,2,2,2,0,4042
1.01,4,2,2,0,3,1,5220
1.21,3,1,6,2,2,0,14442
2.0,4,3,2,0,0,1,19213
1.2,4,4,4,3,3,1,6898
1.08,4,4,3,0,0,1,6063
2.37,2,1,3,0,0,1,41838
2.01,4,0,2,3,3,1,21477
0.75,2,3,6,0,0,1,3879
0.9,2,2,2,1,3,1,4390
1.02,4,2,2,1,3,1,5058
2.02,4,4,4,3,1,1,20012
1.02,4,5,4,3,0,1,5013
0.8,2,2,6,0,0,1,5595
1.12,2,2,2,3,0,1,6087
0.84,4,2,2,3,0,1,2885
0.9,4,3,2,0,1,1,3752
1.06,2,2,3,2,2,0,8369
1.78,3,3,4,2,2,0,20027
0.9,4,3,3,0,3,1,4872
1.29,4,4,2,3,3,1,7229
1.12,4,0,4,3,3,1,7784
1.5,4,0,1,3,1,1,27460
1.04,4,3,2,3,1,1,5043
1.0,2,3,6,3,3,1,7979
1.26,2,4,6,3,3,1,8910
1.67,2,0,2,1,3,1,14154
1.06,4,1,2,3,0,1,6003
2.07,4,4,2,0,0,1,17608
2.04,2,3,3,0,0,1,30455
0.93,2,3,2,0,0,1,5126
1.41,1,1,6,3,1,1,14853
1.16,4,5,4,3,0,1,5468
1.79,2,3,6,3,3,1,20558
0.9,4,3,2,1,1,1,3752
2.29,2,1,2,3,3,1,21159
2.0,4,0,5,3,0,1,46247
1.01,4,2,4,0,3,1,6951
0.9,4,5,6,3,0,1,3916
1.0,4,0,2,3,1,1,5342
2.18,3,4,4,2,2,0,26353
1.03,1,5,2,0,3,1,4142
2.32,2,3,4,0,0,1,31264
2.08,2,5,4,2,2,0,17916
2.2,4,3,4,0,0,1,29496
0.9,4,2,2,1,1,1,3854
0.77,2,5,4,3,0,1,2558
2.09,2,5,4,3,3,1,17295
2.01,4,3,4,3,0,1,26069
2.65,4,1,2,3,0,1,33928
0.9,1,0,2,3,3,1,4599
0.91,4,4,3,3,3,1,4456
1.1,2,4,4,2,2,0,6344
1.12,4,3,2,3,1,1,5194
0.9,4,3,2,0,3,1,3752
0.8,2,1,3,3,3,1,3714
1.01,2,4,2,0,0,1,5457
1.01,4,2,4,0,0,1,7370
2.03,4,3,2,0,0,1,19966
2.09,2,1,2,2,2,0,21150
1.06,2,3,6,2,2,0,7934
0.9,1,4,2,3,3,1,3730
1.1,4,2,5,3,3,1,10643
2.0,4,2,4,3,3,1,25311
0.91,4,4,3,3,1,1,4226
2.01,4,4,4,3,3,1,18641
1.01,4,2,2,1,3,1,5248
1.63,1,2,2,3,3,1,13187
1.07,2,1,6,2,2,0,10222
1.08,2,2,6,3,3,1,10442
0.9,4,5,2,0,3,1,3407
2.02,4,4,2,3,3,1,18236
1.55,1,5,2,1,1,1,7906
1.02,2,3,6,3,3,1,7866
1.28,2,1,3,0,0,1,11419
1.01,2,3,2,3,3,1,4905
1.48,2,5,4,2,2,0,9035
1.5,2,5,6,0,0,1,10907
2.17,1,4,3,3,0,0,23335
1.5,3,5,6,2,2,0,12148
1.03,4,4,3,0,0,1,5789
1.04,2,1,6,0,0,1,10019
1.11,2,4,4,0,3,1,5940
1.02,4,2,2,0,0,1,5500
2.03,4,3,4,3,3,1,23851
1.0,1,5,2,3,1,1,4273
1.03,2,4,2,0,0,1,5519
1.01,4,0,2,0,0,1,6270
1.11,4,3,4,3,3,1,6685
1.01,2,1,2,0,3,1,5235
2.01,2,0,4,3,3,1,31306
1.17,2,3,5,3,0,1,9723
0.77,2,2,4,3,3,1,3197
2.05,2,3,4,0,0,1,26780
1.01,4,2,4,0,3,1,7135
1.02,2,3,4,3,3,1,7083
1.04,2,3,2,0,0,1,5311
2.0,2,4,3,3,1,1,21420
2.01,4,4,3,0,0,1,20818
2.05,2,2,6,3,3,1,36773
1.01,4,5,2,3,1,1,4186
1.31,2,2,4,0,0,1,11829
1.0,0,1,3,3,3,1,6918
1.01,4,1,4,1,1,1,6771
0.9,4,5,2,3,0,1,3274
2.14,2,3,6,0,0,1,30013
2.0,4,3,2,3,3,1,18186
1.01,2,3,6,0,0,1,8029
1.05,4,3,1,3,0,1,9077
1.03,2,1,6,0,3,1,10004
1.22,2,4,6,3,0,1,8014
0.81,2,5,4,0,3,0,2444
0.81,2,2,6,0,3,1,4630
2.15,2,5,1,3,3,1,24385
0.91,1,3,4,1,1,1,4125
2.05,4,3,4,0,3,1,24082
0.77,2,4,6,0,0,1,3707
1.05,1,2,2,3,1,1,5249
1.01,4,3,1,3,0,1,8957
1.51,2,3,4,2,2,0,13214
0.9,4,1,2,3,3,1,4147
1.04,2,3,6,0,0,1,8271
1.09,2,5,4,0,0,1,5463
1.7,4,5,4,3,1,1,11190
1.2,2,3,6,0,2,0,9407
0.75,3,2,5,2,2,0,5288
1.01,4,1,4,1,3,1,6522
1.04,2,3,4,2,2,0,6617
1.41,2,3,2,0,0,1,8407
0.86,2,5,6,2,2,0,3544
0.78,2,1,2,3,0,1,3146
1.22,4,3,3,0,3,1,9261
2.43,2,2,1,2,2,0,60188
1.52,4,1,2,0,3,1,12275
1.2,1,0,2,3,1,1,7450
1.25,2,4,6,0,0,1,9450
2.01,4,4,4,3,3,1,18507
2.01,4,2,4,0,3,1,26369
1.15,2,4,4,2,2,0,6682
1.5,2,3,4,2,2,0,13135
1.59,4,4,3,3,3,1,11635
1.27,4,5,2,3,1,1,6654
1.01,2,0,2,3,3,1,5982
1.22,2,2,6,2,2,0,11891
0.9,4,3,4,0,0,1,4400
1.01,4,3,2,3,0,1,7496
0.75,3,2,2,0,0,1,3610
1.66,3,0,2,2,2,0,17529
1.88,2,5,4,3,3,1,12193
1.35,4,5,4,3,3,1,6961
0.91,4,0,2,0,0,1,5029
0.75,2,1,2,3,0,1,2985
2.13,4,2,2,3,3,1,21182
1.02,2,3,6,1,1,1,7464
1.02,4,4,2,0,3,1,4737
2.14,4,3,3,0,3,1,28132
1.03,4,5,2,3,1,1,4304
1.0,4,4,2,2,2,0,4995
2.39,3,5,2,2,2,0,22377
0.77,4,0,2,3,3,1,3241
0.8,4,2,4,0,3,1,3954
2.8,4,1,2,3,1,1,33518
2.02,4,3,4,3,3,1,22986
1.05,2,3,4,0,0,1,7070
1.01,0,4,3,0,0,1,5015
1.11,2,5,2,0,0,1,4771
1.04,2,1,6,3,3,1,9949
1.53,2,4,2,2,2,0,10760
2.0,1,2,2,3,3,1,20665
2.0,2,3,3,3,3,1,25666
1.55,2,1,4,0,0,1,17143
2.01,4,5,4,3,0,0,18184
1.16,2,2,3,0,0,1,9348
0.8,4,1,2,0,3,1,3040
1.0,1,2,2,0,3,1,4759
2.11,2,4,4,3,1,1,22078
1.05,4,4,4,0,0,1,5730
1.5,4,3,6,0,1,1,12798
2.49,4,3,3,3,0,1,38001
1.71,4,2,3,0,0,1,17685
1.54,1,4,2,0,3,1,9048
2.22,2,2,6,0,0,1,41659
2.19,4,5,2,3,1,1,14819
1.0,4,3,3,3,3,1,6549
1.51,4,3,2,3,1,1,9664
2.0,4,2,3,0,3,1,30446
1.02,4,4,3,3,1,1,5598
2.01,2,5,4,3,3,1,16564
1.21,4,2,4,1,3,1,8353
1.03,2,3,6,0,0,1,8493
1.06,2,3,6,3,3,1,8218
0.77,2,5,2,3,0,1,2475
2.01,4,4,4,1,1,1,20061
1.07,2,4,3,0,0,1,6479
1.0,1,4,4,3,1,1,5254
1.01,2,2,3,3,0,1,7519
0.91,1,4,2,1,1,1,3855
2.01,1,5,2,3,1,1,15371
2.0,4,3,2,3,3,1,18818
1.5,2,3,3,0,0,1,16171
0.91,4,1,2,0,0,1,4191
0.88,2,2,2,0,0,1,4054
1.2,4,5,4,3,3,1,5869
1.19,2,3,3,0,0,1,9918
1.26,2,1,2,0,0,1,8574
1.22,3,4,6,2,2,0,9366
1.06,2,5,4,2,2,0,5116
0.8,2,2,4,0,0,1,4043
0.92,1,1,6,3,1,1,5262
1.1,4,2,2,3,3,1,5667
1.33,4,2,2,0,3,1,8081
1.51,1,3,2,3,1,1,10085
1.01,0,5,4,3,1,1,4299
2.18,1,2,4,1,3,1,30175
1.02,2,3,2,0,3,1,5016
2.08,2,5,4,3,3,1,16950
1.04,2,1,4,0,3,1,7425
2.04,2,3,2,3,3,1,18663
2.12,2,1,4,3,3,1,30687
1.27,2,3,1,3,0,1,11157
1.21,3,3,3,2,2,0,10685
0.91,0,3,4,0,3,1,5151
1.21,2,0,6,0,0,1,12657
1.04,2,3,3,0,0,1,7375
1.22,3,0,4,2,2,0,11704
1.17,2,3,3,3,3,1,7447
1.15,4,5,4,3,3,1,5352
0.82,2,2,2,0,0,1,3596
1.25,2,3,1,2,2,0,11511
1.11,3,5,2,2,2,0,6090
1.2,3,3,6,2,2,0,11530
2.5,2,5,2,3,3,1,20009
2.01,4,0,4,3,3,1,29686
2.07,2,4,4,0,0,1,20737
1.5,2,3,3,0,3,1,14067
1.5,2,0,5,0,0,1,25406
0.75,2,4,2,0,3,1,3017
1.0,4,1,4,0,0,1,7607
0.91,4,2,3,3,3,1,4972
1.72,4,3,5,3,3,1,17857
1.72,2,3,4,0,0,1,16472
0.9,4,3,3,0,2,0,5148
1.51,2,5,3,0,0,1,12055
0.83,4,0,3,1,1,0,3984
2.07,1,0,5,3,1,1,45392
1.09,1,3,2,3,3,1,5672
1.01,1,3,2,3,3,1,4661
2.05,4,3,3,3,3,0,29396
1.04,4,3,6,1,3,1,7481
0.79,4,2,2,0,3,1,3047
1.07,2,1,6,0,0,1,10453
1.01,2,5,4,0,0,1,5119
2.07,2,3,2,0,0,1,21316
0.77,2,1,2,3,3,1,3000
0.76,4,5,3,0,0,1,2601
0.91,2,2,4,0,3,1,5085
1.09,2,2,3,0,0,1,8730
1.28,2,3,3,2,2,0,9342
2.1,2,3,3,3,3,1,28482
1.66,2,4,3,0,0,1,15210
0.87,4,3,4,1,3,1,3178
1.51,4,3,4,3,3,1,14530
1.01,1,3,4,0,0,1,5655
1.28,4,4,4,3,3,1,7169
0.9,1,3,4,3,3,1,3990
1.01,4,3,4,0,0,1,6406
1.73,2,3,5,0,3,1,16153
1.01,4,1,2,1,3,1,4788
2.01,4,2,2,1,3,1,21558
2.2,4,1,5,0,3,1,52558
1.0,4,3,1,3,3,1,8050
1.01,2,2,1,0,3,1,10688
2.0,4,1,6,1,3,1,37278
1.36,2,0,3,3,0,1,13725
1.03,2,0,1,0,0,1,17991
